label,auroc,auprc,brier,brier_skill_pct,ece_10bin,cal_slope,cal_intercept,sensitivity,specificity,f1,fitness,threshold,seed,complexity,train_loss,equation,is_selected
GP_c1,0.5,0.1692,0.1406,-0.0,0.0004,-0.0098,-1.6066,0.0,1.0,0.0,0.4998,inf,6,1,0.453978,-1.594167,False
GP_c3,0.565,0.1972,0.139,1.1,0.0159,0.69,-0.49,0.3122,0.8179,0.283,0.5571,0.3021,6,3,0.441777,intubated + -1.8373228,False
GP_c4,0.6749,0.3707,0.1276,9.2,0.0226,0.891,-0.1972,0.4868,0.8039,0.3974,0.6636,0.2021,6,4,0.425294,log(lactate_max / gcs_total),False
GP_c5,0.6737,0.3773,0.1269,9.7,0.0137,1.012,0.0018,0.5132,0.7511,0.3752,0.6669,0.1748,6,5,0.424839,(lactate_max + -9.45043) / potassium_max,False
GP_c6,0.6898,0.3764,0.1273,9.4,0.0225,0.9403,-0.1327,0.6825,0.5927,0.3707,0.6785,0.1695,6,6,0.419514,(lactate_max + -11.368389) / sqrt(bun),False
GP_c7,0.6913,0.3861,0.1262,10.2,0.0175,1.1433,0.1917,0.6614,0.6519,0.3925,0.6825,0.1632,6,7,0.417845,log(age_numeric) + (sqrt(lactate_max) - ph),False
GP_c8,0.7079,0.3904,0.1254,10.8,0.0126,0.9873,-0.0246,0.7566,0.5625,0.3875,0.7016,0.1511,6,8,0.414433,(sqrt(lactate_max) - (gcs_total / bun)) + -2.7205162,False
GP_c9,0.6981,0.3669,0.1276,9.3,0.0188,0.9123,-0.1373,0.619,0.6756,0.3855,0.6887,0.1511,6,9,0.412574,(intubated + (log(age_numeric) + -7.617392)) + sqrt(lactate_max),False
GP_c10,0.7122,0.3799,0.126,10.3,0.0154,0.8633,-0.199,0.5767,0.7371,0.4022,0.7045,0.1811,6,10,0.40907,(sqrt(lactate_max) - (pf_ratio_miss + (map_mean / age_numeric))) + -1.4133685,False
GP_c12,0.7298,0.4045,0.1234,12.2,0.0268,0.9049,-0.1353,0.6032,0.7252,0.4086,0.7164,0.1704,6,12,0.405387,"sqrt(lactate_max) + (-1.4870771 - ((min(platelets_min, map_mean) / age_numeric) + pf_ratio_miss))",False
GP_c14,0.734,0.4145,0.1224,13.0,0.0132,1.0088,0.0193,0.709,0.6455,0.411,0.7274,0.1479,6,14,0.404031,"(-1.6562123 - ((min(platelets_min, map_mean) / age_numeric) + (pf_ratio_miss * 0.6991914))) + sqrt(lactate_max)",False
GP_c15,0.7343,0.4186,0.1222,13.1,0.0153,0.8822,-0.175,0.6243,0.7414,0.4314,0.7266,0.1892,6,15,0.40272,(sqrt(lactate_max) + (map_mean * -0.028281068)) - sqrt(gcs_total * ((pf_ratio / bun) / age_numeric)),False
GP_c16,0.7376,0.4127,0.1229,12.6,0.0146,1.1343,0.1719,0.6667,0.6929,0.42,0.7303,0.1756,6,16,0.402376,"sqrt(vent + lactate_max) + (((age_numeric / map_mean) - min(gcs_total / bun, pf_ratio_miss)) + -3.919431)",False
GP_c17,0.74,0.4247,0.1216,13.5,0.0132,0.8924,-0.1683,0.619,0.7457,0.4317,0.7334,0.1967,6,17,0.400268,((map_mean * -0.029681792) + sqrt(vent + lactate_max)) - sqrt(((pf_ratio * gcs_total) / age_numeric) / bun),False
GP_c18,0.7367,0.4191,0.1222,13.0,0.0103,0.8793,-0.1862,0.6772,0.694,0.426,0.7316,0.1738,6,18,0.400253,sqrt(lactate_max + exp(intubated)) + ((map_mean * -0.033688333) - sqrt(gcs_total * ((pf_ratio / age_numeric) / bun))),False
GP_c19,0.7486,0.4374,0.1199,14.7,0.0205,0.954,-0.0652,0.7037,0.6713,0.4242,0.7384,0.1627,6,19,0.39803,"(min(platelets_min, map_mean) * -0.020305438) + (max(log(lactate_max), intubated) - sqrt((pf_ratio * (gcs_total / age_numeric)) / bun))",False
GP_c20,0.7499,0.4411,0.1195,15.0,0.0126,0.9517,-0.0754,0.6825,0.6972,0.4307,0.7436,0.1718,6,20,0.397166,"(min(platelets_min, map_mean) * -0.02137287) + (abs(log(vent + lactate_max)) - sqrt(pf_ratio * ((gcs_total / age_numeric) / bun)))",False
GP_c21,0.7553,0.4434,0.1191,15.3,0.0117,0.9655,-0.0536,0.6878,0.694,0.4312,0.7495,0.1706,6,21,0.395748,"(min(platelets_min, map_mean) * -0.02150958) + (max(log(vent + lactate_max), intubated) - sqrt(pf_ratio * ((gcs_total / age_numeric) / bun)))",True
GP_c22,0.753,0.4419,0.1193,15.1,0.0122,0.9647,-0.0549,0.6878,0.6897,0.4283,0.7469,0.1691,6,22,0.395681,"((min(platelets_min, map_mean) * -0.021670854) - sqrt(((pf_ratio / bun) * gcs_total) / age_numeric)) + max(abs(log(vent + lactate_max)), intubated)",False
GP_c23,0.7545,0.442,0.1193,15.1,0.0177,0.9746,-0.0439,0.6138,0.7662,0.4444,0.7457,0.1974,6,23,0.394979,"(max(log(lactate_max + vent), intubated + 0.36735815) - sqrt((gcs_total / age_numeric) * (pf_ratio / bun))) + (-0.022502333 * min(platelets_min, map_mean))",False
GP_c24,0.7541,0.4422,0.1193,15.1,0.0175,0.9882,-0.0244,0.6085,0.7716,0.4457,0.7453,0.1988,6,24,0.39485,"(max(log(vent + lactate_max), exp(intubated + -0.7651987)) + (min(platelets_min, map_mean) * -0.022380864)) - sqrt(((gcs_total / age_numeric) * pf_ratio) / bun)",False
