label,auroc,auprc,brier,brier_skill_pct,ece_10bin,cal_slope,cal_intercept,sensitivity,specificity,f1,fitness,threshold,seed,complexity,train_loss,equation,is_selected
GP_c1,0.5,0.1692,0.1406,-0.0,0.0004,-0.0097,-1.6064,0.0,1.0,0.0,0.4998,inf,16,1,0.453978,-1.5940281,False
GP_c3,0.565,0.1972,0.139,1.1,0.0159,0.69,-0.49,0.3122,0.8179,0.283,0.5571,0.3021,16,3,0.441777,intubated + -1.8373375,False
GP_c4,0.6749,0.3707,0.1276,9.2,0.0226,0.891,-0.1972,0.4868,0.8039,0.3974,0.6636,0.2021,16,4,0.425294,log(lactate_max / gcs_total),False
GP_c5,0.6737,0.3773,0.1269,9.7,0.0137,1.012,0.0018,0.5132,0.7511,0.3752,0.6669,0.1748,16,5,0.424839,(lactate_max + -9.450561) / potassium_max,False
GP_c6,0.6898,0.3764,0.1273,9.4,0.0226,0.9404,-0.1328,0.6825,0.5927,0.3707,0.6785,0.1695,16,6,0.419514,(lactate_max + -11.366116) / sqrt(bun),False
GP_c7,0.696,0.379,0.1267,9.9,0.0165,1.0334,0.0415,0.709,0.5894,0.3807,0.6878,0.1472,16,7,0.418271,log(lactate_max * sqrt(bun)) + -4.166679,False
GP_c8,0.7014,0.3831,0.1266,9.9,0.0176,1.033,0.0081,0.7037,0.5894,0.3784,0.6926,0.1717,16,8,0.415693,(lactate_max + -11.894899) / (vent + sqrt(bun)),False
GP_c9,0.6981,0.3669,0.1276,9.3,0.0188,0.9123,-0.1372,0.619,0.6756,0.3855,0.6887,0.1511,16,9,0.412574,(intubated + sqrt(lactate_max)) + (log(age_numeric) + -7.6174216),False
GP_c10,0.7143,0.362,0.1272,9.5,0.022,0.9008,-0.146,0.6085,0.7338,0.4174,0.7033,0.1687,16,10,0.409261,((sqrt(lactate_max) * age_numeric) / map_mean) + (intubated + -3.333442),False
GP_c12,0.7138,0.3778,0.1262,10.2,0.0248,0.902,-0.1429,0.6667,0.6541,0.3962,0.7014,0.1556,16,12,0.40643,"(((age_numeric / map_mean) * sqrt(lactate_max)) + -3.5054429) + max(intubated, vent)",False
GP_c14,0.7203,0.3854,0.1256,10.6,0.0186,0.898,-0.1542,0.6667,0.6627,0.4013,0.7109,0.1576,16,14,0.404515,"((((bilirubin + age_numeric) * sqrt(lactate_max)) / map_mean) + max(vent, intubated)) + -3.5378647",False
GP_c15,0.7282,0.3868,0.125,11.1,0.0161,0.9388,-0.0977,0.6825,0.653,0.4031,0.7201,0.155,16,15,0.40405,"max(log(bilirubin), age_numeric * (sqrt(lactate_max) / map_mean)) + (max(intubated, vent) + -3.5369945)",False
GP_c16,0.7204,0.3953,0.1247,11.3,0.0094,0.9245,-0.1312,0.619,0.7058,0.4041,0.7157,0.1798,16,16,0.402296,"(max(vent, intubated) + (age_numeric / map_mean)) + (((sqrt(bun) + lactate_max) * 0.18408373) + -4.5722656)",False
GP_c17,0.7275,0.3876,0.1259,10.4,0.0297,0.8799,-0.2058,0.7196,0.611,0.3965,0.7127,0.1368,16,17,0.400934,(((age_numeric / map_mean) + intubated) + ((sqrt(sqrt(bilirubin) * bun) + lactate_max) * 0.1677727)) + -4.23105,False
GP_c18,0.7264,0.3905,0.1253,10.9,0.0178,0.8708,-0.2239,0.4815,0.8545,0.4386,0.7175,0.2335,16,18,0.40034,"((max(intubated, vent) + -4.3919945) + (((bilirubin + sqrt(bun)) + lactate_max) * 0.14370625)) + (age_numeric / map_mean)",False
GP_c19,0.7306,0.4016,0.1242,11.6,0.0206,0.9003,-0.1743,0.4921,0.8556,0.4471,0.7203,0.2332,16,19,0.397947,"(((age_numeric / map_mean) + -4.434306) + max(intubated, vent)) + ((lactate_max + sqrt(sqrt(bilirubin) * bun)) * 0.17126256)",False
GP_c21,0.731,0.4025,0.1242,11.7,0.0108,0.8637,-0.2222,0.7037,0.6412,0.4061,0.7256,0.1556,16,21,0.396717,"max(intubated, vent) + (((age_numeric / (map_mean * 0.64195824)) + ((lactate_max + sqrt(bun * sqrt(bilirubin))) * 0.17050228)) + -4.9619646)",False
GP_c23,0.7406,0.406,0.1239,11.9,0.0157,0.8692,-0.2086,0.6614,0.7015,0.423,0.7327,0.166,16,23,0.394862,"((max(vent, intubated) + ((sqrt(sqrt((bilirubin * heartrate) * bun)) + lactate_max) * 0.17560685)) + (age_numeric / (map_mean * 0.58417577))) + -5.462818",True
