label,auroc,auprc,brier,brier_skill_pct,ece_10bin,cal_slope,cal_intercept,sensitivity,specificity,f1,fitness,threshold,seed,complexity,train_loss,equation,is_selected
GP_c1,0.5,0.1692,0.1406,-0.0,0.0004,-0.0096,-1.6063,0.0,1.0,0.0,0.4998,inf,1,1,0.453978,-1.5939659,False
GP_c3,0.565,0.1972,0.139,1.1,0.0159,0.69,-0.4901,0.3122,0.8179,0.283,0.5571,0.3021,1,3,0.441777,intubated + -1.8372192,False
GP_c4,0.6749,0.3707,0.1276,9.2,0.0226,0.891,-0.1972,0.4868,0.8039,0.3974,0.6636,0.2021,1,4,0.425294,log(lactate_max / gcs_total),False
GP_c5,0.6737,0.3773,0.1269,9.7,0.0137,1.012,0.0018,0.5132,0.7511,0.3752,0.6669,0.1748,1,5,0.424839,(lactate_max - 9.450601) / potassium_max,False
GP_c6,0.6898,0.3764,0.1273,9.4,0.0225,0.9403,-0.1327,0.6825,0.5927,0.3707,0.6785,0.1695,1,6,0.419514,(lactate_max + -11.368408) / sqrt(bun),False
GP_c8,0.7079,0.3904,0.1254,10.8,0.0126,0.9873,-0.0243,0.7566,0.5625,0.3875,0.7016,0.1511,1,8,0.414433,-2.720801 - ((gcs_total / bun) - sqrt(lactate_max)),False
GP_c10,0.7137,0.3652,0.1269,9.8,0.0226,0.8928,-0.1609,0.6508,0.6703,0.3981,0.7024,0.1552,1,10,0.409108,-2.4779503 - (pf_ratio_miss - ((sqrt(lactate_max) * age_numeric) / map_mean)),False
GP_c12,0.7273,0.3604,0.1277,9.1,0.0251,0.7939,-0.3084,0.6455,0.7101,0.4207,0.7147,0.1608,1,12,0.406449,-2.7871766 - (pf_ratio_miss - (age_numeric * (sqrt(bilirubin + lactate_max) / map_mean))),False
GP_c14,0.7276,0.3874,0.126,10.4,0.0194,0.853,-0.2298,0.6984,0.6498,0.4087,0.7179,0.1449,1,14,0.404494,(bilirubin / gcs_total) + (-2.6086898 - (pf_ratio_miss - ((age_numeric * sqrt(lactate_max)) / map_mean))),False
GP_c15,0.7226,0.3795,0.1268,9.8,0.0159,0.8089,-0.2823,0.5185,0.82,0.4317,0.7146,0.2126,1,15,0.403146,-2.911954 - (pf_ratio_miss - (((sqrt(lactate_max) * age_numeric) + (respiratoryrate * sqrt(bilirubin))) / map_mean)),False
GP_c17,0.7247,0.3881,0.1248,11.2,0.015,0.9238,-0.1294,0.6296,0.708,0.4111,0.7172,0.1837,1,17,0.40274,"min(-1.2489727, (-3.4905305 - pf_ratio_miss) - (((age_numeric * -1.5617989) - bun) / map_mean)) + (lactate_max * 0.19586134)",False
GP_c18,0.7366,0.3963,0.1245,11.4,0.0223,0.9059,-0.1485,0.5979,0.7608,0.4313,0.7254,0.1875,1,18,0.401447,"min(vent, pf_ratio_miss) + (((bilirubin * 0.101312265) - (pf_ratio_miss - ((age_numeric * sqrt(lactate_max)) / map_mean))) + -2.7321377)",False
GP_c19,0.743,0.4055,0.1225,12.8,0.0148,0.9782,-0.0379,0.582,0.7802,0.4374,0.7356,0.2149,1,19,0.399908,"(0.18716681 * lactate_max) + min((-3.669034 - pf_ratio_miss) - (((-1.6724092 * age_numeric) - bun) / min(map_mean, platelets_min)), -1.2799093)",False
GP_c20,0.7321,0.3861,0.1249,11.1,0.0107,0.8819,-0.187,0.6825,0.6832,0.4216,0.7268,0.1646,1,20,0.399466,"(lactate_max * 0.17783633) + min(-0.93671453, (-3.5438118 - pf_ratio_miss) - (((age_numeric * -1.649578) - (bun * sqrt(bilirubin))) / map_mean))",False
GP_c21,0.7471,0.4138,0.122,13.2,0.0163,0.9725,-0.0523,0.6402,0.7306,0.4321,0.7389,0.197,1,21,0.398485,"min((-3.8425586 - pf_ratio_miss) - (((age_numeric * -1.7904079) - bun) / min(platelets_min, map_mean)), -1.4001071) + ((lactate_max + vent) * 0.19077197)",False
GP_c22,0.7482,0.4096,0.1222,13.1,0.0145,0.9636,-0.0538,0.6825,0.695,0.4293,0.741,0.166,1,22,0.398322,"(lactate_max * 0.17364345) + min((-3.6464245 - pf_ratio_miss) - (((age_numeric * -1.6881154) - (sqrt(bilirubin) * bun)) / min(map_mean, platelets_min)), -1.1268468)",False
GP_c23,0.7489,0.4136,0.1219,13.3,0.0128,0.9558,-0.0714,0.6455,0.7446,0.4453,0.7426,0.1856,1,23,0.395807,"(min(-0.90050644, -3.9050333 - (((age_numeric * -1.7178771) - bun) / min(map_mean, platelets_min))) + (lactate_max * 0.18513054)) + ((vent - 0.91168135) * pf_ratio_miss)",True
