label,auroc,auprc,brier,brier_skill_pct,ece_10bin,cal_slope,cal_intercept,sensitivity,specificity,f1,fitness,threshold,seed,complexity,train_loss,equation,is_selected
GP_c1,0.5,0.1692,0.1406,-0.0,0.0004,-0.0098,-1.6066,0.0,1.0,0.0,0.4998,inf,29,1,0.453978,-1.5941613,False
GP_c3,0.565,0.1972,0.139,1.1,0.0159,0.69,-0.49,0.3122,0.8179,0.283,0.5571,0.3021,29,3,0.441777,intubated + -1.837337,False
GP_c4,0.6749,0.3707,0.1276,9.2,0.0226,0.891,-0.1972,0.4868,0.8039,0.3974,0.6636,0.2021,29,4,0.425294,log(lactate_max / gcs_total),False
GP_c6,0.6754,0.3511,0.128,8.9,0.0173,0.8689,-0.2096,0.5185,0.7683,0.3904,0.6667,0.2156,29,6,0.420229,sqrt(lactate_max) - (pf_ratio_miss - -2.5936613),False
GP_c7,0.7131,0.3876,0.1258,10.5,0.0221,1.0266,0.1659,0.5926,0.7403,0.4133,0.7021,0.165,29,7,0.415822,log(sqrt(bun) / (map_mean / lactate_max)),False
GP_c8,0.7066,0.3934,0.125,11.1,0.0158,0.9328,-0.0115,0.5926,0.7328,0.408,0.6987,0.1624,29,8,0.414502,log(age_numeric / (map_mean / (lactate_max / gcs_total))),False
GP_c9,0.7286,0.4003,0.1243,11.6,0.0155,1.1302,0.1776,0.6825,0.681,0.4202,0.7209,0.1696,29,9,0.410076,log(sqrt(bun) / (map_mean / (lactate_max + vent))),False
GP_c10,0.7186,0.3865,0.125,11.1,0.0154,0.9883,-0.0163,0.6349,0.681,0.3967,0.7109,0.165,29,10,0.409929,log(sqrt(exp(intubated) * bun) / (map_mean / lactate_max)),False
GP_c11,0.7308,0.3976,0.1242,11.7,0.0174,1.1224,0.0888,0.7354,0.6196,0.4082,0.722,0.165,29,11,0.407653,log(sqrt(bun) / (map_mean / (lactate_max + (vent + intubated)))),False
GP_c12,0.7253,0.3747,0.1262,10.2,0.0174,0.957,-0.0622,0.6508,0.6843,0.4066,0.7166,0.1534,29,12,0.407226,intubated + log(age_numeric / ((map_mean * 18.875526) / (lactate_max + bilirubin))),False
GP_c13,0.7312,0.3917,0.1247,11.3,0.0188,1.1076,0.043,0.7407,0.6121,0.4064,0.7218,0.165,29,13,0.40612,"log(sqrt(bun) / min(platelets_min, map_mean / (lactate_max + (vent + intubated))))",False
GP_c14,0.7291,0.3807,0.126,10.3,0.0275,0.8998,-0.1559,0.8413,0.5086,0.3955,0.7154,0.1146,29,14,0.404006,intubated + log((bun + age_numeric) / ((map_mean / (lactate_max + bilirubin)) * 29.399677)),False
GP_c15,0.7307,0.3859,0.125,11.1,0.0218,0.994,-0.0173,0.8307,0.5194,0.3965,0.7198,0.1227,29,15,0.403079,log(((exp(intubated) * age_numeric) + bun) / ((map_mean / 0.03674458) / (lactate_max + bilirubin))),False
GP_c16,0.7359,0.3923,0.1245,11.5,0.0195,0.9357,-0.1025,0.5714,0.7823,0.4329,0.7262,0.2031,29,16,0.400648,"max(vent, intubated) + log((age_numeric + bun) / ((map_mean / 0.028695323) / (bilirubin + lactate_max)))",False
GP_c17,0.7384,0.4005,0.1237,12.0,0.0175,1.0422,0.0512,0.545,0.8222,0.4508,0.7297,0.2126,29,17,0.400118,"log(((age_numeric * exp(max(vent, intubated))) + bun) / ((map_mean / 0.0325134) / (bilirubin + lactate_max)))",False
GP_c18,0.7423,0.3966,0.1237,12.0,0.0205,0.9892,-0.017,0.5873,0.7909,0.4494,0.7321,0.2042,29,18,0.398694,"max(vent, intubated) + log((bun + age_numeric) / ((map_mean / 0.029586667) / (lactate_max + (heartrate / platelets_min))))",False
GP_c19,0.7469,0.4115,0.1227,12.7,0.0261,1.1288,0.1868,0.582,0.8017,0.4555,0.7338,0.2024,29,19,0.398201,"log(((exp(max(vent, intubated)) * age_numeric) + bun) / ((map_mean / 0.033472072) / ((heartrate / platelets_min) + lactate_max)))",False
GP_c20,0.7463,0.3968,0.1236,12.1,0.0243,1.0106,0.0199,0.6508,0.7155,0.4271,0.7342,0.1693,29,20,0.397723,"log((age_numeric + bun) / ((map_mean / 0.03128187) / ((heartrate / platelets_min) + lactate_max))) + max(intubated, min(vent, bilirubin))",False
GP_c21,0.7552,0.4237,0.1215,13.6,0.0302,1.1887,0.2701,0.619,0.7899,0.4671,0.7401,0.1967,29,21,0.396224,"log(((exp(max(intubated, vent)) * age_numeric) + bun) / ((map_mean / 0.03225282) / (lactate_max + (heartrate / min(platelets_min, pf_ratio)))))",False
GP_c22,0.755,0.4107,0.1211,13.8,0.021,1.0716,0.0906,0.6296,0.7662,0.4533,0.7445,0.1872,29,22,0.39546,"log((bun + (exp(max(intubated, vent)) * age_numeric)) / ((map_mean / 0.04241771) / (sqrt(heartrate / pf_ratio) * (bilirubin + lactate_max))))",True
GP_c23,0.758,0.4191,0.1216,13.5,0.0292,1.1693,0.2333,0.6349,0.778,0.466,0.7434,0.1931,29,23,0.3949,"log(((age_numeric * exp(max(intubated, vent))) + bun) / ((map_mean / 0.024692578) / ((heartrate / min(platelets_min, pf_ratio)) + (bilirubin + lactate_max))))",False
GP_c24,0.7556,0.4156,0.1223,13.0,0.0313,1.1109,0.1552,0.6772,0.722,0.4452,0.74,0.1701,29,24,0.393973,"log((bun + (age_numeric * exp(max(vent, intubated)))) / ((map_mean / 0.027233554) / ((sqrt(bilirubin) * lactate_max) + (heartrate / min(map_mean, platelets_min)))))",False
