label,auroc,auprc,brier,brier_skill_pct,ece_10bin,cal_slope,cal_intercept,sensitivity,specificity,f1,fitness,threshold,seed,complexity,train_loss,equation,is_selected
GP_c1,0.5,0.1692,0.1406,-0.0,0.0004,-0.0098,-1.6066,0.0,1.0,0.0,0.4998,inf,21,1,0.453978,-1.5941682,False
GP_c3,0.565,0.1972,0.139,1.1,0.0159,0.69,-0.49,0.3122,0.8179,0.283,0.5571,0.3021,21,3,0.441777,intubated - 1.8372722,False
GP_c4,0.6749,0.3707,0.1276,9.2,0.0226,0.891,-0.1972,0.4868,0.8039,0.3974,0.6636,0.2021,21,4,0.425294,log(lactate_max / gcs_total),False
GP_c5,0.6737,0.3773,0.1269,9.7,0.0137,1.012,0.0018,0.5132,0.7511,0.3752,0.6669,0.1748,21,5,0.424839,(lactate_max + -9.450611) / potassium_max,False
GP_c6,0.6898,0.3764,0.1273,9.4,0.0225,0.9403,-0.1327,0.6825,0.5927,0.3707,0.6785,0.1695,21,6,0.419514,(lactate_max + -11.368388) / sqrt(bun),False
GP_c7,0.7131,0.3876,0.1258,10.5,0.0221,1.0266,0.1659,0.5926,0.7403,0.4133,0.7021,0.165,21,7,0.415822,log((lactate_max * sqrt(bun)) / map_mean),False
GP_c8,0.7066,0.3934,0.125,11.1,0.0158,0.9328,-0.0115,0.5926,0.7328,0.408,0.6987,0.1624,21,8,0.414502,log((age_numeric * (lactate_max / map_mean)) / gcs_total),False
GP_c9,0.7286,0.4003,0.1243,11.6,0.0155,1.1302,0.1776,0.6825,0.681,0.4202,0.7209,0.1696,21,9,0.410076,log(sqrt(bun) * ((lactate_max + vent) / map_mean)),False
GP_c10,0.7137,0.3652,0.1269,9.8,0.0226,0.8928,-0.1611,0.6508,0.6703,0.3981,0.7024,0.1552,21,10,0.409108,(((sqrt(lactate_max) * age_numeric) / map_mean) - pf_ratio_miss) + -2.477679,False
GP_c11,0.7308,0.3976,0.1242,11.7,0.0174,1.1224,0.0888,0.7354,0.6196,0.4082,0.722,0.165,21,11,0.407653,log((((lactate_max + intubated) + vent) * sqrt(bun)) / map_mean),False
GP_c12,0.7133,0.3726,0.1266,9.9,0.0205,0.854,-0.2285,0.7725,0.5453,0.3857,0.7031,0.1301,21,12,0.406205,intubated + ((log(sqrt(bun) * age_numeric) + -9.359738) + sqrt(lactate_max)),False
GP_c13,0.7182,0.3662,0.1268,9.8,0.0153,0.993,-0.0299,0.6984,0.6412,0.4037,0.7105,0.1547,21,13,0.405308,((age_numeric / map_mean) + -5.693474) + (intubated + sqrt(sqrt(bun) + lactate_max)),False
GP_c14,0.7246,0.3828,0.1255,10.7,0.0246,0.8579,-0.2171,0.7302,0.6131,0.4023,0.7123,0.1435,21,14,0.403618,((sqrt(lactate_max) + log(age_numeric * (sqrt(bun) / map_mean))) + intubated) + -5.0682845,False
GP_c15,0.7257,0.3729,0.1265,10.0,0.0197,0.8997,-0.1746,0.746,0.5991,0.4017,0.7158,0.1389,21,15,0.402636,((sqrt((bilirubin + lactate_max) + sqrt(bun)) + -5.894147) + (age_numeric / map_mean)) + intubated,False
GP_c16,0.7274,0.397,0.1244,11.5,0.0121,0.8658,-0.203,0.4762,0.861,0.4412,0.7214,0.246,21,16,0.401154,"(sqrt(lactate_max) + (log((age_numeric / map_mean) * sqrt(bun)) + -5.242295)) + max(intubated, vent)",False
GP_c17,0.7272,0.3947,0.1246,11.3,0.0139,0.9402,-0.1052,0.6032,0.7392,0.4183,0.7202,0.1833,21,17,0.400533,"max(intubated + (lactate_max * 0.19944592), vent) + (log((sqrt(bun) * age_numeric) / map_mean) + -4.1187916)",False
GP_c18,0.742,0.4101,0.1228,12.6,0.019,0.8588,-0.2044,0.5291,0.8459,0.463,0.7325,0.2278,21,18,0.398292,"max(intubated, vent) + ((sqrt(lactate_max) + log((sqrt(bun) * age_numeric) / min(platelets_min, map_mean))) + -5.34305)",False
GP_c20,0.7408,0.3992,0.1238,11.9,0.0134,0.9273,-0.1047,0.5185,0.8481,0.4579,0.7342,0.2388,21,20,0.397008,"((log((heartrate / platelets_min) + lactate_max) + -4.825668) + max(vent, intubated)) + log((age_numeric / map_mean) * sqrt(bun))",False
GP_c21,0.7405,0.3991,0.1238,11.9,0.0134,0.9287,-0.103,0.5185,0.8481,0.4579,0.7339,0.2386,21,21,0.39678,"log(sqrt(bun) * (age_numeric / map_mean)) + (abs(max(vent, intubated) + log(lactate_max + (heartrate / platelets_min))) + -4.8268886)",False
GP_c22,0.7468,0.4084,0.1226,12.8,0.0114,0.9653,-0.0529,0.6138,0.7565,0.4369,0.7411,0.1893,21,22,0.395116,"(log(sqrt(bun) * (age_numeric / map_mean)) + -4.8632817) + (log((heartrate / min(platelets_min, pf_ratio)) + lactate_max) + max(intubated, vent))",False
GP_c23,0.7466,0.4083,0.1226,12.8,0.0116,0.9656,-0.0524,0.6138,0.7565,0.4369,0.7408,0.1891,21,23,0.395042,"abs(max(intubated, vent) + log((heartrate / min(platelets_min, pf_ratio)) + lactate_max)) + (log(sqrt(bun) * (age_numeric / map_mean)) + -4.8644195)",False
GP_c24,0.7556,0.4184,0.1215,13.5,0.015,0.9605,-0.06,0.6561,0.7392,0.4468,0.7482,0.1782,21,24,0.393241,"(log((age_numeric / map_mean) * (bilirubin + sqrt(bun))) + -5.0466537) + (max(intubated, vent) + log((heartrate / min(pf_ratio, platelets_min)) + lactate_max))",True
