label,auroc,auprc,brier,brier_skill_pct,ece_10bin,cal_slope,cal_intercept,sensitivity,specificity,f1,fitness,threshold,seed,complexity,train_loss,equation,is_selected
GP_c1,0.5,0.1692,0.1406,-0.0,0.0004,-0.0096,-1.6063,0.0,1.0,0.0,0.4998,inf,11,1,0.453978,-1.5939883,False
GP_c3,0.565,0.1972,0.139,1.1,0.0159,0.69,-0.49,0.3122,0.8179,0.283,0.5571,0.3021,11,3,0.441777,intubated - 1.8373337,False
GP_c4,0.6749,0.3707,0.1276,9.2,0.0226,0.891,-0.1972,0.4868,0.8039,0.3974,0.6636,0.2021,11,4,0.425294,log(lactate_max / gcs_total),False
GP_c6,0.6754,0.3511,0.128,8.9,0.0174,0.8689,-0.21,0.5185,0.7683,0.3904,0.6667,0.2157,11,6,0.420229,(sqrt(lactate_max) + -2.593196) - pf_ratio_miss,False
GP_c7,0.7131,0.3876,0.1258,10.5,0.0221,1.0266,0.1659,0.5926,0.7403,0.4133,0.7021,0.165,11,7,0.415822,log((sqrt(bun) * lactate_max) / map_mean),False
GP_c8,0.7079,0.3904,0.1254,10.8,0.0126,0.9873,-0.0243,0.7566,0.5625,0.3875,0.7016,0.1511,11,8,0.414433,(sqrt(lactate_max) + -2.7207932) - (gcs_total / bun),False
GP_c9,0.7286,0.4003,0.1243,11.6,0.0155,1.1302,0.1776,0.6825,0.681,0.4202,0.7209,0.1696,11,9,0.410076,log((lactate_max + vent) * (sqrt(bun) / map_mean)),False
GP_c10,0.7186,0.3865,0.125,11.1,0.0154,0.9883,-0.0163,0.6349,0.681,0.3967,0.7109,0.165,11,10,0.409929,log((lactate_max * sqrt(exp(intubated) * bun)) / map_mean),False
GP_c11,0.7308,0.3976,0.1242,11.7,0.0174,1.1224,0.0888,0.7354,0.6196,0.4082,0.722,0.165,11,11,0.407653,log(sqrt(bun) * (((intubated + lactate_max) + vent) / map_mean)),False
GP_c12,0.7268,0.3513,0.127,9.7,0.0186,0.8956,-0.1323,0.7196,0.6422,0.414,0.7175,0.1522,11,12,0.406848,((age_numeric * 0.030527193) + log((lactate_max + bilirubin) / map_mean)) - pf_ratio_miss,False
GP_c13,0.7239,0.3923,0.1247,11.3,0.015,1.1313,0.2309,0.6772,0.6649,0.4076,0.7164,0.1557,11,13,0.406223,"log(((vent + (max(lactate_max, 2.4087265) - pf_ratio_miss)) * sqrt(bun)) / map_mean)",False
GP_c14,0.7274,0.3505,0.127,9.7,0.0159,0.9169,-0.0822,0.7196,0.6358,0.4103,0.7195,0.1467,11,14,0.405509,"log((bilirubin + lactate_max) / map_mean) + max((age_numeric * 0.030020088) - pf_ratio_miss, vent)",False
