label,auroc,auprc,brier,brier_skill_pct,ece_10bin,cal_slope,cal_intercept,sensitivity,specificity,f1,fitness,threshold,seed,complexity,train_loss,equation,is_selected
GP_c1,0.5,0.1692,0.1406,-0.0,0.0004,-0.0098,-1.6066,0.0,1.0,0.0,0.4998,inf,0,1,0.453978,-1.5941589,False
GP_c3,0.565,0.1972,0.139,1.1,0.0159,0.69,-0.49,0.3122,0.8179,0.283,0.5571,0.3021,0,3,0.441777,intubated + -1.8373094,False
GP_c4,0.6749,0.3707,0.1276,9.2,0.0226,0.891,-0.1972,0.4868,0.8039,0.3974,0.6636,0.2021,0,4,0.425294,log(lactate_max / gcs_total),False
GP_c6,0.6754,0.3511,0.128,8.9,0.0174,0.8689,-0.21,0.5185,0.7683,0.3904,0.6667,0.2157,0,6,0.420229,(sqrt(lactate_max) + -2.5932176) - pf_ratio_miss,False
GP_c7,0.7131,0.3876,0.1258,10.5,0.0221,1.0266,0.1659,0.5926,0.7403,0.4133,0.7021,0.165,0,7,0.415822,log((sqrt(bun) / map_mean) * lactate_max),False
GP_c8,0.7079,0.3904,0.1254,10.8,0.0126,0.9873,-0.0243,0.7566,0.5625,0.3875,0.7016,0.1511,0,8,0.414433,(sqrt(lactate_max) + -2.7207842) - (gcs_total / bun),False
GP_c9,0.7286,0.4003,0.1243,11.6,0.0155,1.1302,0.1776,0.6825,0.681,0.4202,0.7209,0.1696,0,9,0.410076,log((sqrt(bun) / map_mean) * (vent + lactate_max)),False
GP_c10,0.7186,0.3865,0.125,11.1,0.0154,0.9883,-0.0163,0.6349,0.681,0.3967,0.7109,0.165,0,10,0.409929,log((lactate_max * sqrt(exp(intubated) * bun)) / map_mean),False
GP_c11,0.7308,0.3976,0.1242,11.7,0.0174,1.1224,0.0888,0.7354,0.6196,0.4082,0.722,0.165,0,11,0.407653,log(sqrt(bun) * (((vent + intubated) + lactate_max) / map_mean)),False
GP_c12,0.7314,0.4009,0.1242,11.6,0.018,1.1688,0.2031,0.7037,0.6681,0.4222,0.7224,0.1696,0,12,0.407626,"log(sqrt(bun) * (max(exp(intubated), lactate_max + vent) / map_mean))",False
GP_c13,0.7297,0.3904,0.1247,11.3,0.0118,0.8774,-0.1537,0.7778,0.569,0.3995,0.7237,0.1297,0,13,0.405512,log((lactate_max * (intubated + (age_numeric / map_mean))) / (map_mean / sqrt(bun))),False
GP_c14,0.7315,0.4124,0.123,12.5,0.0106,1.007,-0.0066,0.7513,0.5938,0.4011,0.7263,0.152,0,14,0.403494,log(((intubated + lactate_max) / (map_mean / age_numeric)) / ((pf_ratio / bun) + 4.593549)),False
GP_c15,0.7341,0.4152,0.1224,12.9,0.0183,1.0127,0.0391,0.7566,0.5916,0.4023,0.725,0.1439,0,15,0.401845,log(((intubated + lactate_max) / (map_mean / age_numeric)) / (log(platelets_min) + (pf_ratio / bun))),False
GP_c16,0.7447,0.4352,0.1207,14.1,0.0127,1.086,0.1332,0.5556,0.8168,0.4526,0.7384,0.2154,0,16,0.400103,log(((vent + lactate_max) / (map_mean / age_numeric)) / (log(platelets_min) * sqrt(pf_ratio / bun))),False
GP_c17,0.7445,0.4237,0.1216,13.5,0.0161,1.0915,0.1799,0.582,0.8006,0.4545,0.7364,0.2048,0,17,0.399387,log((((intubated + lactate_max) + vent) / (map_mean / age_numeric)) / sqrt((hematocrit * pf_ratio) / bun)),False
GP_c18,0.748,0.4319,0.1206,14.2,0.0176,1.08,0.0526,0.582,0.7942,0.449,0.7392,0.2154,0,18,0.397333,log(((intubated + (lactate_max + vent)) / (map_mean / age_numeric)) / (log(platelets_min) * sqrt(pf_ratio / bun))),False
GP_c20,0.7466,0.4314,0.1208,14.1,0.0209,1.1221,0.0821,0.582,0.7942,0.449,0.7362,0.2154,0,20,0.396409,"log(((intubated + max(1.4269595, lactate_max + vent)) / (map_mean / age_numeric)) / (sqrt(pf_ratio / bun) * log(platelets_min)))",False
GP_c21,0.7523,0.435,0.1202,14.5,0.0186,1.1079,0.0715,0.6085,0.7802,0.4528,0.743,0.2107,0,21,0.39595,"log(((intubated + (vent + max(lactate_max, sqrt(bilirubin)))) / (map_mean / age_numeric)) / (sqrt(pf_ratio / bun) * log(platelets_min)))",False
GP_c22,0.7477,0.4162,0.1214,13.7,0.016,1.1003,0.1657,0.619,0.7705,0.4509,0.7397,0.1864,0,22,0.395191,"log((((vent + intubated) + max(lactate_max, 1.7469748)) / (map_mean / age_numeric)) / sqrt(hematocrit * ((pf_ratio / sqrt(bilirubin)) / bun)))",False
GP_c23,0.7524,0.4077,0.122,13.2,0.0217,0.9623,-0.0483,0.5556,0.8351,0.4698,0.7416,0.2198,0,23,0.394829,"log(((vent + (lactate_max + intubated)) / (map_mean / age_numeric)) / sqrt(hematocrit * (min(pf_ratio / bilirubin, platelets_min * lactate_max) / bun)))",False
GP_c24,0.7558,0.4229,0.1206,14.2,0.0154,1.0688,0.1181,0.6402,0.7619,0.4557,0.7481,0.1876,0,24,0.393758,"log(((vent + (intubated + lactate_max)) / (map_mean / age_numeric)) / sqrt((min(lactate_max * platelets_min, pf_ratio) / sqrt(bilirubin)) * (hematocrit / bun)))",True
