label,auroc,auprc,brier,brier_skill_pct,ece_10bin,cal_slope,cal_intercept,sensitivity,specificity,f1,fitness,threshold,seed,complexity,train_loss,equation,is_selected
GP_c1,0.5,0.1692,0.1406,-0.0,0.0004,-0.0098,-1.6066,0.0,1.0,0.0,0.4998,inf,12,1,0.453978,-1.5941465,False
GP_c3,0.565,0.1972,0.139,1.1,0.0159,0.69,-0.49,0.3122,0.8179,0.283,0.5571,0.3021,12,3,0.441777,intubated + -1.8373349,False
GP_c4,0.6749,0.3707,0.1276,9.2,0.0226,0.891,-0.1972,0.4868,0.8039,0.3974,0.6636,0.2021,12,4,0.425294,log(lactate_max / gcs_total),False
GP_c5,0.6738,0.3773,0.1269,9.7,0.0143,1.012,0.0015,0.5132,0.7511,0.3752,0.6666,0.1748,12,5,0.424839,(lactate_max - 9.448849) / potassium_max,False
GP_c6,0.6754,0.3511,0.128,8.9,0.0174,0.8689,-0.21,0.5185,0.7683,0.3904,0.6667,0.2157,12,6,0.420229,(sqrt(lactate_max) + -2.5932112) - pf_ratio_miss,False
GP_c7,0.7131,0.3876,0.1258,10.5,0.0221,1.0266,0.1659,0.5926,0.7403,0.4133,0.7021,0.165,12,7,0.415822,log(lactate_max / (map_mean / sqrt(bun))),False
GP_c8,0.7079,0.3904,0.1254,10.8,0.0126,0.9873,-0.0243,0.7566,0.5625,0.3875,0.7016,0.1511,12,8,0.414433,(sqrt(lactate_max) - 2.720797) - (gcs_total / bun),False
GP_c9,0.7286,0.4003,0.1243,11.6,0.0155,1.1302,0.1776,0.6825,0.681,0.4202,0.7209,0.1696,12,9,0.410076,log((vent + lactate_max) / (map_mean / sqrt(bun))),False
GP_c10,0.7122,0.3799,0.126,10.3,0.0154,0.8633,-0.199,0.5767,0.7371,0.4022,0.7045,0.1811,12,10,0.40907,(sqrt(lactate_max) - (pf_ratio_miss + 1.4133923)) - (map_mean / age_numeric),False
GP_c11,0.7308,0.3976,0.1242,11.7,0.0174,1.1224,0.0888,0.7354,0.6196,0.4082,0.722,0.165,12,11,0.407653,log((vent + (lactate_max + intubated)) / (map_mean / sqrt(bun))),False
GP_c12,0.7298,0.4045,0.1234,12.2,0.0268,0.9049,-0.1353,0.6032,0.7252,0.4086,0.7164,0.1704,12,12,0.405387,"(sqrt(lactate_max) - (pf_ratio_miss + 1.4870765)) - (min(map_mean, platelets_min) / age_numeric)",False
GP_c13,0.7328,0.4026,0.1243,11.6,0.0137,0.9666,-0.0479,0.6614,0.7058,0.4259,0.7259,0.1545,12,13,0.405213,"(intubated + ((lactate_max / 5.269578) - (min(map_mean, platelets_min) / age_numeric))) + -1.2811271",False
GP_c14,0.7245,0.384,0.1248,11.2,0.022,0.8986,-0.1358,0.6667,0.6789,0.4111,0.7135,0.1725,12,14,0.40317,((log(lactate_max / (pf_ratio / bun)) + intubated) * 0.6663361) - (map_mean / age_numeric),False
GP_c15,0.7355,0.4106,0.1223,13.0,0.0347,0.8215,-0.1512,0.4868,0.875,0.4635,0.7182,0.242,12,15,0.401616,"(log(lactate_max / sqrt(pf_ratio / bun)) - (min(platelets_min, map_mean) / age_numeric)) - pf_ratio_miss",False
GP_c16,0.7411,0.4088,0.1223,13.0,0.0249,0.9466,-0.1314,0.6984,0.6606,0.4151,0.7287,0.1714,12,16,0.398871,"((log(lactate_max / (pf_ratio / bun)) + intubated) * 0.6726164) - (min(platelets_min, map_mean) / age_numeric)",False
GP_c17,0.7469,0.4355,0.1203,14.4,0.0167,1.0014,0.0018,0.8201,0.5496,0.4068,0.7385,0.1306,12,17,0.398208,"log((intubated + (lactate_max * 0.54424363)) / sqrt(pf_ratio / bun)) - (min(map_mean, platelets_min) / age_numeric)",False
GP_c18,0.7469,0.4407,0.1193,15.1,0.0227,0.9419,-0.1561,0.5344,0.8448,0.4654,0.7355,0.2563,12,18,0.398002,"log(max(respiratoryrate, bun) / (pf_ratio / ((intubated + lactate_max) + vent))) - (min(platelets_min, map_mean) / age_numeric)",False
GP_c19,0.7544,0.4474,0.1193,15.2,0.0206,1.0536,0.0691,0.619,0.7629,0.4449,0.7441,0.1949,12,19,0.395583,"log((max(vent, intubated) + (lactate_max * 0.48176605)) / sqrt(pf_ratio / bun)) - (min(platelets_min, map_mean) / age_numeric)",False
GP_c21,0.7536,0.4313,0.12,14.6,0.0177,1.017,0.0085,0.6508,0.7381,0.4432,0.7448,0.1911,12,21,0.394454,"(log(max(bilirubin * vent, intubated) + (lactate_max / sqrt(pf_ratio / bun))) + -0.7546298) - (min(map_mean, platelets_min) / age_numeric)",False
GP_c23,0.7559,0.4249,0.1199,14.7,0.0085,0.9311,-0.1017,0.5661,0.8394,0.4809,0.7517,0.2233,12,23,0.393308,"(log(sqrt(max(intubated + 0.24165915, vent) / (pf_ratio / bun)) * (bilirubin + lactate_max)) + -0.45074028) - (min(platelets_min, map_mean) / age_numeric)",True
GP_c24,0.7569,0.4362,0.1195,15.0,0.0142,1.0204,0.0217,0.6296,0.7694,0.4559,0.7498,0.1927,12,24,0.392356,"(log(sqrt(max(intubated + 0.2560996, vent) / (pf_ratio / bun)) * (sqrt(bilirubin) + lactate_max)) - (min(platelets_min, map_mean) / age_numeric)) + -0.44926214",False
