label,auroc,auprc,brier,brier_skill_pct,ece_10bin,cal_slope,cal_intercept,sensitivity,specificity,f1,fitness,threshold,seed,complexity,train_loss,equation,is_selected
GP_c1,0.5,0.1692,0.1406,-0.0,0.0004,-0.0097,-1.6064,0.0,1.0,0.0,0.4998,inf,28,1,0.453978,-1.594066,False
GP_c3,0.565,0.1972,0.139,1.1,0.0159,0.69,-0.49,0.3122,0.8179,0.283,0.5571,0.3021,28,3,0.441777,intubated - 1.8373405,False
GP_c4,0.6749,0.3707,0.1276,9.2,0.0226,0.891,-0.1972,0.4868,0.8039,0.3974,0.6636,0.2021,28,4,0.425294,log(lactate_max / gcs_total),False
GP_c6,0.6754,0.3511,0.128,8.9,0.0174,0.8689,-0.21,0.5185,0.7683,0.3904,0.6667,0.2157,28,6,0.420229,(sqrt(lactate_max) - 2.5931962) - pf_ratio_miss,False
GP_c7,0.696,0.379,0.1267,9.9,0.0165,1.0334,0.0415,0.709,0.5894,0.3807,0.6878,0.1472,28,7,0.418271,log(lactate_max * sqrt(bun)) - 4.166677,False
GP_c8,0.7079,0.3904,0.1254,10.8,0.0126,0.9873,-0.0243,0.7566,0.5625,0.3875,0.7016,0.1511,28,8,0.414433,sqrt(lactate_max) + (-2.720792 - (gcs_total / bun)),False
GP_c9,0.7012,0.357,0.1289,8.3,0.0293,0.8102,-0.2983,0.6085,0.6756,0.3802,0.6865,0.1585,28,9,0.413569,(intubated + sqrt(sqrt(bun * lactate_max))) - 4.8669767,False
GP_c10,0.7122,0.3799,0.126,10.3,0.0154,0.8633,-0.199,0.5767,0.7371,0.4022,0.7045,0.1811,28,10,0.40907,(sqrt(lactate_max) - 1.4133854) - (pf_ratio_miss + (map_mean / age_numeric)),False
GP_c12,0.7298,0.4045,0.1234,12.2,0.0268,0.9049,-0.1353,0.6032,0.7252,0.4086,0.7164,0.1704,28,12,0.405387,"(sqrt(lactate_max) - 1.4870579) - (pf_ratio_miss + (min(platelets_min, map_mean) / age_numeric))",False
GP_c13,0.7284,0.4041,0.1235,12.1,0.0258,0.9068,-0.1322,0.6032,0.7241,0.4079,0.7155,0.1692,28,13,0.405352,"abs(sqrt(lactate_max) - pf_ratio_miss) - ((min(platelets_min, map_mean) / age_numeric) + 1.4954971)",False
GP_c14,0.7376,0.4155,0.1227,12.7,0.0129,0.9316,-0.0937,0.6561,0.7026,0.4211,0.7311,0.1669,28,14,0.402236,"((max(vent, intubated) + sqrt(lactate_max)) - 2.512176) - (min(platelets_min, map_mean) / age_numeric)",False
GP_c16,0.7375,0.4181,0.1217,13.4,0.0208,0.8636,-0.1295,0.4974,0.8556,0.4508,0.727,0.224,28,16,0.399096,"sqrt(lactate_max) - (((min(map_mean, platelets_min) / age_numeric) + pf_ratio_miss) + sqrt(sqrt(pf_ratio / bun)))",False
GP_c18,0.7423,0.4344,0.1201,14.5,0.0231,0.9413,-0.0938,0.5291,0.8125,0.432,0.7307,0.2092,28,18,0.396546,"sqrt(lactate_max) - (sqrt(sqrt(pf_ratio / bun) * (pf_ratio_miss + 1.1842291)) + (min(platelets_min, map_mean) / age_numeric))",False
GP_c20,0.7455,0.4388,0.1198,14.8,0.0184,0.9412,-0.0981,0.5503,0.8071,0.4407,0.7363,0.2049,28,20,0.395662,"sqrt(lactate_max) - (((min(platelets_min, map_mean) - bilirubin) / age_numeric) + sqrt(sqrt(pf_ratio / bun) * (pf_ratio_miss + 1.2184706)))",False
GP_c21,0.7572,0.4364,0.12,14.6,0.021,1.1121,0.1453,0.6561,0.7284,0.4389,0.7467,0.1843,28,21,0.39553,"(sqrt(lactate_max + (vent + sqrt(bilirubin))) - 2.1696587) - (min(pf_ratio_miss, gcs_total / bun) + (min(map_mean, platelets_min) / age_numeric))",True
GP_c22,0.7492,0.4463,0.119,15.4,0.0277,0.9704,-0.0532,0.5079,0.8438,0.4465,0.7353,0.2294,28,22,0.394151,"sqrt(lactate_max) - (sqrt((pf_ratio_miss + 1.3762337) * sqrt(pf_ratio / ((vent * respiratoryrate) + bun))) + (min(platelets_min, map_mean) / age_numeric))",False
GP_c24,0.7529,0.4507,0.1186,15.6,0.0192,0.9704,-0.0575,0.5608,0.806,0.4463,0.7432,0.2084,28,24,0.393216,"sqrt(lactate_max) - (sqrt(sqrt(pf_ratio / (bun + (respiratoryrate * vent))) * (pf_ratio_miss + 1.4149591)) + ((min(map_mean, platelets_min) - bilirubin) / age_numeric))",False
