label,auroc,auprc,brier,brier_skill_pct,ece_10bin,cal_slope,cal_intercept,sensitivity,specificity,f1,fitness,threshold,seed,complexity,train_loss,equation,is_selected
GP_c1,0.5,0.1692,0.1406,-0.0,0.0004,-0.0098,-1.6066,0.0,1.0,0.0,0.4998,inf,26,1,0.453978,-1.5941466,False
GP_c3,0.565,0.1972,0.139,1.1,0.0159,0.69,-0.49,0.3122,0.8179,0.283,0.5571,0.3021,26,3,0.441777,intubated + -1.8373387,False
GP_c4,0.6749,0.3707,0.1276,9.2,0.0226,0.891,-0.1972,0.4868,0.8039,0.3974,0.6636,0.2021,26,4,0.425294,log(lactate_max / gcs_total),False
GP_c6,0.6754,0.3511,0.128,8.9,0.0174,0.8689,-0.21,0.5185,0.7683,0.3904,0.6667,0.2157,26,6,0.420229,sqrt(lactate_max) + (-2.593211 - pf_ratio_miss),False
GP_c7,0.7131,0.3876,0.1258,10.5,0.0221,1.0266,0.1659,0.5926,0.7403,0.4133,0.7021,0.165,26,7,0.415822,log((lactate_max * sqrt(bun)) / map_mean),False
GP_c8,0.7066,0.3934,0.125,11.1,0.0158,0.9328,-0.0115,0.5926,0.7328,0.408,0.6987,0.1624,26,8,0.414502,log((age_numeric / map_mean) * (lactate_max / gcs_total)),False
GP_c9,0.7286,0.4003,0.1243,11.6,0.0155,1.1302,0.1776,0.6825,0.681,0.4202,0.7209,0.1696,26,9,0.410076,log(((vent + lactate_max) * sqrt(bun)) / map_mean),False
GP_c10,0.7186,0.3865,0.125,11.1,0.0154,0.9883,-0.0163,0.6349,0.681,0.3967,0.7109,0.165,26,10,0.409929,log((lactate_max / map_mean) * sqrt(exp(intubated) * bun)),False
GP_c11,0.7308,0.3976,0.1242,11.7,0.0174,1.1224,0.0888,0.7354,0.6196,0.4082,0.722,0.165,26,11,0.407653,log((((lactate_max + vent) + intubated) * sqrt(bun)) / map_mean),False
GP_c12,0.7253,0.3747,0.1262,10.2,0.0174,0.957,-0.0623,0.6508,0.6843,0.4066,0.7166,0.1534,26,12,0.407226,intubated + log(((age_numeric * 0.05298374) * (lactate_max + bilirubin)) / map_mean),False
GP_c13,0.7305,0.3998,0.123,12.5,0.0156,0.9725,0.0074,0.4921,0.8599,0.4515,0.7227,0.2424,26,13,0.405037,log((sqrt(bun) * (intubated + (age_numeric / (pf_ratio / lactate_max)))) / hematocrit),False
GP_c14,0.7385,0.4281,0.1235,12.1,0.0272,1.3166,0.6133,0.6772,0.681,0.4176,0.7249,0.1561,26,14,0.404939,log((exp(vent) + lactate_max) * (sqrt(bun * (age_numeric / pf_ratio)) / map_mean)),False
GP_c15,0.7372,0.3825,0.1243,11.5,0.0243,0.883,-0.16,0.5185,0.8265,0.4375,0.7251,0.2139,26,15,0.401757,log((sqrt(bun * (age_numeric / pf_ratio)) * (lactate_max + bilirubin)) / map_mean) + intubated,False
GP_c16,0.7371,0.394,0.1239,11.9,0.0239,0.968,-0.0191,0.5185,0.8233,0.4346,0.7252,0.2085,26,16,0.401174,log((sqrt(bun * (age_numeric / pf_ratio)) * (lactate_max + sqrt(bilirubin))) / map_mean) + intubated,False
GP_c17,0.7445,0.4237,0.1216,13.5,0.0161,1.0915,0.1799,0.582,0.8006,0.4545,0.7364,0.2048,26,17,0.399387,log((age_numeric * (((vent + intubated) + lactate_max) * sqrt((bun / pf_ratio) / hematocrit))) / map_mean),False
GP_c18,0.7524,0.4261,0.1209,14.0,0.0181,1.136,0.2752,0.6931,0.694,0.4338,0.7434,0.1567,26,18,0.399015,"log(age_numeric * (((exp(vent) + lactate_max) * sqrt((bun / pf_ratio) / map_mean)) / min(platelets_min, map_mean)))",False
GP_c19,0.7483,0.4035,0.123,12.5,0.0312,0.8631,-0.1833,0.5132,0.8524,0.4586,0.7327,0.2354,26,19,0.396972,"log(age_numeric * (((lactate_max + bilirubin) * sqrt((bun / pf_ratio) / min(map_mean, platelets_min))) / map_mean)) + intubated",False
GP_c20,0.748,0.4066,0.1224,12.9,0.0185,0.9385,-0.0577,0.5185,0.8438,0.4537,0.7388,0.227,26,20,0.395987,"log(age_numeric * ((sqrt((bun / pf_ratio) / min(map_mean, platelets_min)) * (lactate_max + sqrt(bilirubin))) / map_mean)) + intubated",False
GP_c21,0.7505,0.4359,0.1194,15.0,0.0129,1.0065,-0.001,0.5926,0.7856,0.448,0.7441,0.1941,26,21,0.39535,"log(age_numeric * (((sqrt(bun) / (min(map_mean, platelets_min) + gcs_total)) * (lactate_max + vent)) / min(pf_ratio / 2.7562242, map_mean)))",False
GP_c22,0.7562,0.438,0.1192,15.2,0.025,0.9918,0.0754,0.6508,0.7306,0.4377,0.7437,0.1613,26,22,0.393935,"log(((intubated + (vent + lactate_max)) * age_numeric) * (sqrt((bun / pf_ratio) / abs(map_mean - respiratoryrate)) / min(map_mean, platelets_min)))",False
GP_c23,0.7541,0.4286,0.1197,14.8,0.019,0.9875,-0.0469,0.582,0.7866,0.4427,0.7446,0.2031,26,23,0.393635,"log((age_numeric * ((lactate_max + (vent + intubated)) / min(map_mean, pf_ratio / 2.4697828))) * (sqrt(bun) / (min(map_mean, platelets_min) + gcs_total)))",True
GP_c24,0.7533,0.4349,0.1197,14.9,0.0257,1.04,0.081,0.7354,0.6412,0.4206,0.7405,0.1422,26,24,0.392257,"log((((intubated + (vent + max(lactate_max, 1.7339333))) * age_numeric) * sqrt((bun / pf_ratio) / abs(map_mean - respiratoryrate))) / min(platelets_min, map_mean))",False
