label,auroc,auprc,brier,brier_skill_pct,ece_10bin,cal_slope,cal_intercept,sensitivity,specificity,f1,fitness,threshold,seed,complexity,train_loss,equation,is_selected
GP_c15,0.7221,0.3861,0.1253,10.9,0.0085,1.001,-0.0084,0.6032,0.7284,0.4108,0.7178,0.1803,17,15,0.401804,(((respiratoryrate + age_numeric) / map_mean) + (sqrt(lactate_max + sqrt(bun)) - 6.119189)) + intubated,False
GP_c16,0.731,0.3936,0.1244,11.5,0.0217,1.0146,-0.0756,0.5979,0.7468,0.4209,0.7202,0.1999,17,16,0.400612,intubated + (((age_numeric + respiratoryrate) / map_mean) + (sqrt(lactate_max + sqrt(bun)) - sqrt(temperature))),False
GP_c17,0.7307,0.3869,0.1252,10.9,0.0187,0.9045,-0.1575,0.6243,0.7177,0.4148,0.7213,0.17,17,17,0.399225,(((age_numeric + respiratoryrate) / map_mean) + (sqrt(lactate_max + (bilirubin + sqrt(bun))) - 6.3205504)) + intubated,False
GP_c18,0.7323,0.3889,0.1246,11.3,0.0146,0.9505,-0.0858,0.582,0.7737,0.4322,0.725,0.1973,17,18,0.397907,((age_numeric + respiratoryrate) / map_mean) + ((sqrt(lactate_max + sqrt(bun * sqrt(bilirubin))) - 6.087007) + intubated),False
GP_c19,0.7406,0.3992,0.1238,11.9,0.0151,0.9623,-0.1199,0.6032,0.7543,0.4294,0.7331,0.1973,17,19,0.396531,(((age_numeric + respiratoryrate) / map_mean) + (sqrt(lactate_max + sqrt(bun * sqrt(bilirubin))) - sqrt(temperature))) + intubated,False
GP_c20,0.7432,0.3967,0.1242,11.7,0.0254,0.9364,-0.1258,0.6667,0.7134,0.4337,0.7305,0.1712,17,20,0.396024,(sqrt(sqrt((vent + (bilirubin / exp(pf_ratio_miss))) * bun) + lactate_max) + ((respiratoryrate + age_numeric) / map_mean)) - 5.7519593,False
GP_c21,0.7468,0.4154,0.1218,13.4,0.0182,1.0104,-0.0257,0.7037,0.6767,0.4277,0.7377,0.1534,17,21,0.395311,"(sqrt(sqrt(((bilirubin + vent) * bun) / log(gcs_total)) + lactate_max) + (age_numeric / map_mean)) - min(log(pf_ratio), 5.2693386)",False
GP_c22,0.7456,0.4178,0.1215,13.6,0.0174,1.0088,-0.0511,0.545,0.8362,0.464,0.7369,0.2292,17,22,0.394652,"sqrt(sqrt(bun * ((bilirubin / 3.5100248) + max(intubated, vent))) + lactate_max) + ((age_numeric / map_mean) - min(5.275867, log(pf_ratio)))",False
GP_c23,0.7491,0.4121,0.1221,13.2,0.024,0.9568,-0.1015,0.5132,0.8642,0.4709,0.7371,0.2473,17,23,0.393415,(((respiratoryrate + age_numeric) / map_mean) + sqrt(lactate_max + sqrt((vent + (bilirubin / exp(pf_ratio_miss))) * bun))) - log(pf_ratio + 122.11467),False
GP_c24,0.7504,0.4331,0.12,14.7,0.0162,1.0451,0.0418,0.545,0.8481,0.4758,0.7423,0.2248,17,24,0.392965,"(sqrt(sqrt(((bilirubin / 3.9589555) + max(intubated, vent)) * bun) + lactate_max) - log(map_mean + pf_ratio)) + ((respiratoryrate + age_numeric) / map_mean)",True
