label,auroc,auprc,brier,brier_skill_pct,ece_10bin,cal_slope,cal_intercept,sensitivity,specificity,f1,fitness,threshold,seed,complexity,train_loss,equation,is_selected
GP_c1,0.5,0.1692,0.1406,-0.0,0.0004,-0.0098,-1.6066,0.0,1.0,0.0,0.4998,inf,3,1,0.453978,-1.5941527,False
GP_c3,0.565,0.1972,0.139,1.1,0.0159,0.69,-0.49,0.3122,0.8179,0.283,0.5571,0.3021,3,3,0.441777,intubated + -1.8372655,False
GP_c4,0.6749,0.3707,0.1276,9.2,0.0226,0.891,-0.1972,0.4868,0.8039,0.3974,0.6636,0.2021,3,4,0.425294,log(lactate_max / gcs_total),False
GP_c5,0.6737,0.3773,0.1269,9.7,0.0137,1.012,0.0018,0.5132,0.7511,0.3752,0.6669,0.1748,3,5,0.424839,(lactate_max - 9.450589) / potassium_max,False
GP_c6,0.6898,0.3764,0.1273,9.4,0.0225,0.9403,-0.1327,0.6825,0.5927,0.3707,0.6785,0.1695,3,6,0.419514,(lactate_max - 11.368417) / sqrt(bun),False
GP_c7,0.6913,0.3861,0.1262,10.2,0.0175,1.1433,0.1917,0.6614,0.6519,0.3925,0.6825,0.1632,3,7,0.417845,sqrt(lactate_max) + (log(age_numeric) - ph),False
GP_c8,0.695,0.365,0.1279,9.0,0.0251,0.8582,-0.2288,0.5661,0.7069,0.3768,0.6825,0.1733,3,8,0.414565,((lactate_max - 8.178887) / sqrt(bun)) - pf_ratio_miss,False
GP_c9,0.706,0.3935,0.1256,10.7,0.0164,1.1355,0.2233,0.4127,0.8675,0.4,0.6978,0.2093,3,9,0.41308,(lactate_max - 10.337888) / (log(bun) + exp(intubated)),False
GP_c10,0.7122,0.3799,0.126,10.3,0.0154,0.8633,-0.199,0.5767,0.7371,0.4022,0.7045,0.1811,3,10,0.40907,sqrt(lactate_max) + ((-1.4133546 - pf_ratio_miss) - (map_mean / age_numeric)),False
GP_c11,0.7141,0.3936,0.1258,10.5,0.0159,0.8486,-0.2227,0.6455,0.7026,0.4157,0.7061,0.1581,3,11,0.408999,(intubated + ((lactate_max - 5.6037226) / potassium_max)) - (map_mean / age_numeric),False
GP_c12,0.7298,0.4045,0.1234,12.2,0.0268,0.9049,-0.1353,0.6032,0.7252,0.4086,0.7164,0.1704,3,12,0.405387,"((-1.4870623 - pf_ratio_miss) + sqrt(lactate_max)) - (min(platelets_min, map_mean) / age_numeric)",False
GP_c13,0.7354,0.415,0.1232,12.4,0.0174,0.8991,-0.1446,0.6243,0.7532,0.4403,0.7267,0.1644,3,13,0.405102,"(intubated + ((lactate_max - 5.9032073) / potassium_max)) - (min(platelets_min, map_mean) / age_numeric)",False
GP_c14,0.738,0.4039,0.1236,12.1,0.0205,0.9095,-0.1241,0.7143,0.6455,0.4135,0.7278,0.1548,3,14,0.402474,"((lactate_max - 6.9195986) / sqrt(bun)) + (intubated - (min(platelets_min, map_mean) / age_numeric))",False
GP_c16,0.7331,0.3905,0.1248,11.2,0.0139,0.8987,-0.1392,0.7037,0.6466,0.4092,0.7262,0.1565,3,16,0.400804,"((min(bun, lactate_max) - 6.857724) / sqrt(bun)) + (intubated - (min(platelets_min, map_mean) / age_numeric))",False
GP_c18,0.7527,0.4462,0.1206,14.2,0.028,1.0801,0.1316,0.5979,0.7823,0.4484,0.7387,0.1985,3,18,0.399696,"((lactate_max - log(pf_ratio)) - ((min(platelets_min, map_mean) / age_numeric) / 0.20347875)) / (log(bun) + exp(vent))",False
GP_c19,0.7465,0.4359,0.122,13.2,0.0278,1.0026,0.0903,0.5608,0.8103,0.4501,0.7326,0.1991,3,19,0.398756,"((lactate_max - log(pf_ratio)) - (map_mean / (age_numeric / log(platelets_min)))) / (exp(max(vent, intubated)) + log(bun))",False
GP_c20,0.7551,0.4489,0.1206,14.2,0.0273,1.0818,0.1558,0.6032,0.7812,0.4506,0.7415,0.1939,3,20,0.397242,"((lactate_max - log(pf_ratio)) - (min(map_mean, platelets_min) / (age_numeric / 5.0723658))) / (log(bun) + exp(max(vent, intubated)))",False
GP_c21,0.7569,0.4579,0.1198,14.8,0.0285,1.0706,0.1717,0.7196,0.6627,0.4263,0.7426,0.1613,3,21,0.396283,"((lactate_max - log(pf_ratio)) - (min(map_mean, platelets_min) / (age_numeric / log(pf_ratio)))) / (exp(max(vent, intubated)) + log(bun))",False
GP_c22,0.7477,0.4424,0.1205,14.3,0.0138,0.9286,-0.1107,0.5608,0.8244,0.4629,0.7407,0.2256,3,22,0.39548,"(((lactate_max - 9.2395735) - (min(platelets_min, map_mean) / (age_numeric / log(pf_ratio)))) / (log(bun) + exp(max(intubated, vent)))) + 0.85309356",False
GP_c23,0.7632,0.4583,0.1193,15.2,0.0303,1.049,0.1792,0.5767,0.8297,0.4781,0.7481,0.1985,3,23,0.394846,"((lactate_max - log(pf_ratio)) - (min(platelets_min, map_mean) / (age_numeric / log(pf_ratio / bilirubin)))) / (exp(max(vent, intubated)) + log(bun))",True
GP_c24,0.7547,0.4435,0.1198,14.8,0.0194,0.9221,-0.1176,0.6138,0.7953,0.4687,0.745,0.2136,3,24,0.393797,"(((lactate_max - 9.098679) - (min(platelets_min, map_mean) / (age_numeric / log(pf_ratio / bilirubin)))) / (log(bun) + exp(max(intubated, vent)))) + 0.86158776",False
