label,auroc,auprc,brier,brier_skill_pct,ece_10bin,cal_slope,cal_intercept,sensitivity,specificity,f1,fitness,threshold,seed,complexity,train_loss,equation,is_selected
GP_c1,0.5,0.1692,0.1406,-0.0,0.0004,-0.0097,-1.6064,0.0,1.0,0.0,0.4998,inf,20,1,0.453978,-1.5940281,False
GP_c3,0.565,0.1972,0.139,1.1,0.0159,0.69,-0.49,0.3122,0.8179,0.283,0.5571,0.3021,20,3,0.441777,intubated + -1.8373394,False
GP_c4,0.6749,0.3707,0.1276,9.2,0.0226,0.891,-0.1972,0.4868,0.8039,0.3974,0.6636,0.2021,20,4,0.425294,log(lactate_max / gcs_total),False
GP_c6,0.6754,0.3511,0.128,8.9,0.0174,0.8689,-0.2104,0.5185,0.7683,0.3904,0.6667,0.2157,20,6,0.420229,(sqrt(lactate_max) - pf_ratio_miss) + -2.5927968,False
GP_c7,0.7131,0.3876,0.1258,10.5,0.0221,1.0266,0.1659,0.5926,0.7403,0.4133,0.7021,0.165,20,7,0.415822,log(lactate_max * (sqrt(bun) / map_mean)),False
GP_c8,0.7066,0.3934,0.125,11.1,0.0158,0.9328,-0.0115,0.5926,0.7328,0.408,0.6987,0.1624,20,8,0.414502,log((age_numeric * (lactate_max / gcs_total)) / map_mean),False
GP_c9,0.7286,0.4003,0.1243,11.6,0.0155,1.1302,0.1776,0.6825,0.681,0.4202,0.7209,0.1696,20,9,0.410076,log(sqrt(bun) * ((vent + lactate_max) / map_mean)),False
GP_c10,0.7186,0.3865,0.125,11.1,0.0154,0.9883,-0.0163,0.6349,0.681,0.3967,0.7109,0.165,20,10,0.409929,log(lactate_max * (sqrt(bun * exp(intubated)) / map_mean)),False
GP_c11,0.7308,0.3976,0.1242,11.7,0.0174,1.1224,0.0888,0.7354,0.6196,0.4082,0.722,0.165,20,11,0.407653,log((intubated + (lactate_max + vent)) * (sqrt(bun) / map_mean)),False
GP_c12,0.7199,0.3742,0.1264,10.1,0.0289,0.9914,-0.0179,0.7937,0.5431,0.3932,0.7055,0.13,20,12,0.406842,log(((bun + (lactate_max * age_numeric)) * 0.061186332) / map_mean) + intubated,False
GP_c13,0.7297,0.3904,0.1247,11.3,0.0118,0.8774,-0.1537,0.7778,0.569,0.3995,0.7237,0.1297,20,13,0.405512,log(((intubated + (age_numeric / map_mean)) * sqrt(bun)) * (lactate_max / map_mean)),False
GP_c14,0.7276,0.3819,0.1257,10.6,0.0166,0.9189,-0.1324,0.7884,0.5474,0.3931,0.7193,0.1241,20,14,0.403777,intubated + log(((bun * bilirubin) + (lactate_max * age_numeric)) * (0.060533337 / map_mean)),False
GP_c15,0.7442,0.4104,0.1222,13.1,0.0192,0.9791,-0.0526,0.8254,0.5409,0.4047,0.7346,0.13,20,15,0.402564,"log((sqrt(bun) / min(platelets_min, map_mean)) * (vent + (lactate_max * (age_numeric / map_mean))))",False
GP_c16,0.7281,0.3766,0.1257,10.6,0.0285,0.9186,-0.122,0.4815,0.8502,0.4344,0.7139,0.2334,20,16,0.401423,log((((lactate_max + ((potassium_max * bun) / platelets_min)) * 0.049166307) * age_numeric) / map_mean) + intubated,False
GP_c17,0.7488,0.4132,0.122,13.2,0.0157,0.9698,-0.1134,0.8571,0.5248,0.4091,0.7409,0.13,20,17,0.399881,"log(((((vent + intubated) + lactate_max) * (age_numeric / map_mean)) * sqrt(bun)) / min(platelets_min, map_mean))",False
GP_c18,0.735,0.3968,0.1241,11.7,0.0192,0.9509,-0.0738,0.5767,0.8006,0.4513,0.7253,0.2115,20,18,0.398351,"log(((((bun * potassium_max) / platelets_min) + lactate_max) * age_numeric) * (0.041464865 / map_mean)) + max(intubated, vent)",False
GP_c19,0.7344,0.3961,0.1239,11.8,0.0155,0.9557,-0.0574,0.6085,0.7575,0.4348,0.7267,0.1912,20,19,0.398159,"log(age_numeric * ((((sqrt(respiratoryrate) * (bun / platelets_min)) + lactate_max) / map_mean) * 0.03879956)) + max(intubated, vent)",False
GP_c20,0.7413,0.4101,0.1227,12.7,0.012,0.9882,-0.0254,0.5661,0.8136,0.4563,0.7353,0.216,20,20,0.396576,"log((((potassium_max * (bun / min(platelets_min, pf_ratio))) + lactate_max) * 0.03958579) * (age_numeric / map_mean)) + max(intubated, vent)",False
GP_c21,0.7386,0.4118,0.122,13.2,0.016,0.9818,-0.0567,0.5714,0.8017,0.4491,0.7306,0.203,20,21,0.39577,log(((lactate_max * (vent + (bun * (sqrt(respiratoryrate * bilirubin) / pf_ratio)))) + 1.0215058) * ((age_numeric * 0.05659504) / map_mean)),False
GP_c22,0.7398,0.4115,0.1221,13.2,0.0187,0.9798,-0.0624,0.5979,0.7716,0.4397,0.7304,0.1979,20,22,0.393801,log((((exp(intubated) + (lactate_max * (vent + (bun * (sqrt(bilirubin * respiratoryrate) / pf_ratio))))) * 0.053110704) / map_mean) * age_numeric),False
GP_c23,0.7402,0.4116,0.122,13.2,0.0108,0.9758,-0.0692,0.545,0.82,0.4488,0.7348,0.2146,20,23,0.393662,log((age_numeric * 0.05563986) * (((lactate_max * ((bun * (sqrt(bilirubin * respiratoryrate) / pf_ratio)) + vent)) + (1.815673 - pf_ratio_miss)) / map_mean)),False
GP_c24,0.7516,0.4242,0.1207,14.1,0.0128,0.9406,-0.1054,0.5979,0.7877,0.4529,0.7452,0.1954,20,24,0.392926,"log(((age_numeric * (((vent + (sqrt(respiratoryrate * bilirubin) * (bun / pf_ratio))) * lactate_max) + exp(intubated))) * 0.047796078) / min(platelets_min, map_mean))",True
